,belongs_to_collection,revenue
41843,{},0
41844,{},0
41845,{},0
41846,{},0
41847,{},0
41848,{},0
41849,{},0
41850,{},0
41851,{},0
41852,{},0
41853,{},0
41854,{},0
41855,{},0
41856,{},0
41857,{},0
41858,{},0
41859,{},0
41860,{},0
41861,George Carlin Comedy Collection,0
41862,{},0
41863,{},0
41864,{},5290
41865,{},0
41866,{},0
41867,{},0
41868,{},0
41869,{},4811525
41870,{},0
41871,{},0
41872,Despicable Me Collection,0
41873,{},0
41874,{},0
41875,{},0
41876,{},0
41877,{},0
41878,{},0
41879,{},0
41880,{},0
41881,{},0
41882,{},0
41883,{},0
41884,{},0
41885,{},0
41886,{},0
41887,{},0
41888,{},0
41889,{},0
41890,{},0
41891,{},0
41892,{},0
41893,{},0
41894,{},0
41895,{},0
41896,{},0
41897,{},50548152
41898,{},7227038
41899,{},0
41900,{},0
41901,{},0
41902,{},0
41903,{},0
41904,{},0
41905,{},0
41906,{},0
41907,{},0
41908,{},0
41909,{},0
41910,{},0
41911,{},0
41912,{},0
41913,{},0
41914,{},0
41915,{},0
41916,{},0
41917,{},0
41918,{},0
41919,{},0
41920,{},0
41921,{},0
41922,{},0
41923,{},0
41924,{},0
41925,{},0
41926,{},0
41927,{},0
41928,{},0
41929,{},2351359
41930,{},0
41931,{},0
41932,{},0
41933,{},0
41934,{},0
41935,{},0
41936,{},64493915
41937,{},32540674
41938,{},26559557
41939,{},0
41940,{},1776333
41941,{},0
41942,{},0
41943,{},0
41944,{},0
41945,{},0
41946,{},0
41947,{},0
41948,{},0
41949,{},0
41950,{},0
41951,{},0
41952,{},0
41953,{},0
41954,{},0
41955,{},0
41956,Poison Ivy Collection,0
41957,{},0
41958,{},0
41959,{},0
41960,{},0
41961,{},0
41962,{},60
41963,{},0
41964,{},0
41965,{},0
41966,Snow Queen Collection,0
41967,{},0
41968,{},0
41969,{},0
41970,{},0
41971,{},0
41972,{},0
41973,{},0
41974,{},0
41975,{},0
41976,{},0
41977,{},0
41978,{},82703
41979,Mr. Vampire Collection,0
41980,{},0
41981,xXx Collection,346147658
41982,{},26667197
41983,{},0
41984,{},0
41985,The Lego Movie Collection,311950384
41986,{},0
41987,{},0
41988,{},0
41989,{},0
41990,{},0
41991,{},0
41992,{},0
41993,{},0
41994,{},0
41995,{},0
41996,{},0
41997,{},0
41998,Trailer Park Boys Collection,0
41999,{},0
42000,{},0
42001,{},0
42002,{},0
42003,{},30658387
42004,{},0
42005,{},0
42006,{},0
42007,{},880474
42008,{},0
42009,{},0
42010,{},0
42011,{},0
42012,{},0
42013,{},0
42014,{},0
42015,{},0
42016,{},0
42017,{},0
42018,{},0
42019,{},0
42020,{},0
42021,{},0
42022,{},0
42023,{},0
42024,{},0
42025,{},0
42026,{},0
42027,{},254212245
42028,{},0
42029,Death Race Original Collection,0
42030,{},0
42031,{},0
42032,One Piece Collection,66207073
42033,{},0
42034,{},0
42035,{},0
42036,{},0
42037,{},0
42038,{},0
42039,{},0
42040,{},0
42041,{},0
42042,{},0
42043,{},0
42044,{},0
42045,{},0
42046,{},0
42047,{},0
42048,{},0
42049,{},0
42050,{},0
42051,{},0
42052,{},0
42053,{},0
42054,{},0
42055,{},0
42056,{},0
42057,{},0
42058,{},0
42059,{},0
42060,{},0
42061,{},0
42062,{},0
42063,{},0
42064,{},0
42065,{},0
42066,{},2000000
42067,{},0
42068,{},0
42069,{},0
42070,{},0
42071,{},0
42072,{},0
42073,{},0
42074,{},0
42075,{},0
42076,{},0
42077,{},0
42078,{},0
42079,{},0
42080,{},0
42081,{},0
42082,{},0
42083,{},0
42084,{},0
42085,{},0
42086,{},0
42087,{},0
42088,{},0
42089,{},0
42090,{},0
42091,An American Girl Collection,0
42092,The Good Witch Collection,0
42093,The Good Witch Collection,0
42094,{},0
42095,{},0
42096,{},0
42097,{},0
42098,{},0
42099,{},0
42100,{},0
42101,{},0
42102,{},0
42103,{},0
42104,{},9100000
42105,The Ring Collection,83080890
42106,{},0
42107,Blood Island (Hammer series),0
42108,{},0
42109,{},0
42110,{},0
42111,{},0
42112,{},0
42113,Beck Collection,0
42114,{},0
42115,{},0
42116,{},0
42117,{},0
42118,Kizumonogatari,0
42119,{},0
42120,{},0
42121,Ukraine Trilogy,0
42122,{},0
42123,{},0
42124,{},0
42125,{},0
42126,{},0
42127,{},0
42128,{},0
42129,{},18000000
42130,{},4100000
42131,{},0
42132,{},0
42133,{},0
42134,{},0
42135,{},0
42136,{},0
42137,{},0
42138,{},0
42139,{},0
42140,{},0
42141,{},0
42142,{},0
42143,{},0
42144,{},0
42145,{},0
42146,{},0
42147,{},0
42148,{},0
42149,{},0
42150,{},0
42151,{},0
42152,{},0
42153,{},0
42154,{},0
42155,{},0
42156,{},0
42157,{},0
42158,{},0
42159,{},0
42160,{},0
42161,{},0
42162,{},0
42163,{},0
42164,Kizumonogatari,0
42165,{},0
42166,My Mom is a Character Collection,0
42167,{},0
42168,{},0
42169,{},0
42170,{},0
42171,{},0
42172,{},0
42173,{},0
42174,{},0
42175,Maigret (Rowan Atkinson) Collection,0
42176,{},0
42177,John Wick Collection,171539887
42178,{},252434250
42179,The Wolverine Collection,616801808
42180,{},566652812
42181,{},0
42182,{},0
42183,{},0
42184,Trainspotting Collection,41412709
42185,{},0
42186,{},0
42187,{},0
42188,{},0
42189,{},0
42190,{},0
42191,George Carlin Comedy Collection,0
42192,{},0
42193,{},10025571
42194,{},0
42195,{},0
42196,{},0
42197,{},0
42198,{},0
42199,{},0
42200,{},0
42201,{},0
42202,{},0
42203,{},0
42204,{},0
42205,{},0
42206,{},0
42207,{},0
42208,{},0
42209,{},0
42210,{},0
42211,{},0
42212,{},0
42213,{},52620184
42214,{},0
42215,{},0
42216,{},0
42217,{},0
42218,{},0
42219,{},0
42220,{},0
42221,{},0
42222,{},146175066
42223,{},0
42224,{},0
42225,{},0
42226,{},6341855
42227,{},0
42228,{},0
42229,{},0
42230,{},1262886337
42231,{},0
42232,{},0
42233,{},0
42234,{},0
42235,{},0
42236,{},0
42237,{},0
42238,{},0
42239,{},0
42240,{},0
42241,{},0
42242,{},0
42243,{},498814908
42244,{},0
42245,{},0
42246,{},0
42247,{},0
42248,{},0
42249,{},0
42250,{},0
42251,{},0
42252,{},0
42253,{},0
42254,{},0
42255,{},0
42256,{},0
42257,{},0
42258,{},0
42259,{},0
42260,{},0
42261,{},0
42262,{},0
42263,{},0
42264,{},0
42265,{},0
42266,{},0
42267,{},0
42268,{},0
42269,{},0
42270,{},0
42271,{},0
42272,{},0
42273,{},0
42274,{},0
42275,The Howling Collection,0
42276,{},0
42277,{},0
42278,{},0
42279,Resident Evil Collection,312242626
42280,{},0
42281,{},0
42282,{},0
42283,{},0
42284,{},0
42285,{},0
42286,{},0
42287,{},0
42288,{},0
42289,{},0
42290,{},0
42291,{},0
42292,{},0
42293,{},0
42294,{},0
42295,{},0
42296,{},0
42297,{},0
42298,{},0
42299,{},0
42300,{},0
42301,{},0
42302,{},0
42303,{},0
42304,{},0
42305,{},0
42306,{},0
42307,{},0
42308,{},0
42309,{},0
42310,{},0
42311,{},0
42312,{},0
42313,{},0
42314,{},0
42315,{},0
42316,{},15584255
42317,{},169801921
42318,{},0
42319,{},0
42320,{},0
42321,{},0
42322,{},0
42323,{},0
42324,{},0
42325,{},0
42326,{},0
42327,{},0
42328,{},0
42329,{},0
42330,The Gruffalo Collection,0
42331,{},0
42332,{},0
42333,{},0
42334,{},0
42335,{},30911
42336,{},0
42337,{},0
42338,{},345872
42339,{},0
42340,{},0
42341,{},0
42342,{},0
42343,{},0
42344,{},0
42345,{},0
42346,{},0
42347,{},0
42348,{},0
42349,{},0
42350,{},0
42351,{},0
42352,{},0
42353,{},0
42354,{},0
42355,{},0
42356,{},0
42357,{},0
42358,{},0
42359,{},0
42360,{},0
42361,{},0
42362,{},0
42363,Fifty Shades Collection,378827494
42364,{},653951
42365,{},0
42366,{},0
42367,{},0
42368,{},0
42369,{},0
42370,{},0
42371,{},0
42372,{},0
42373,{},0
42374,{},0
42375,{},0
42376,{},0
42377,{},0
42378,{},0
42379,{},0
42380,{},0
42381,{},0
42382,{},0
42383,{},0
42384,{},0
42385,{},0
42386,{},0
42387,{},0
42388,{},0
42389,{},0
42390,{},0
42391,{},0
42392,{},0
42393,{},0
42394,{},0
42395,{},0
42396,{},0
42397,{},0
42398,{},0
42399,{},0
42400,{},496000
42401,{},0
42402,{},0
42403,{},0
42404,{},0
42405,{},0
42406,{},0
42407,{},0
42408,{},0
42409,{},0
42410,{},0
42411,{},0
42412,{},0
42413,{},0
42414,{},0
42415,{},0
42416,{},77156
42417,{},0
42418,{},0
42419,{},1440000
42420,The Eye Collection,0
42421,{},0
42422,{},0
42423,{},0
42424,{},0
42425,{},0
42426,{},0
42427,{},0
42428,{},0
42429,{},0
42430,{},0
42431,{},0
42432,{},0
42433,{},0
42434,{},0
42435,{},0
42436,{},0
42437,{},0
42438,{},0
42439,{},0
42440,{},0
42441,{},0
42442,{},0
42443,{},0
42444,Bad Kids Collection,0
42445,{},0
42446,{},0
42447,{},0
42448,{},0
42449,{},0
42450,{},0
42451,{},0
42452,{},0
42453,{},0
42454,{},0
42455,{},0
42456,{},0
42457,{},0
42458,{},0
42459,{},0
42460,{},0
42461,{},0
42462,{},0
42463,{},0
42464,Burnout Collection,0
42465,{},0
42466,{},0
42467,{},0
42468,{},0
42469,{},0
42470,{},0
42471,{},0
42472,{},0
42473,{},228984
42474,{},0
42475,{},0
42476,{},0
42477,{},40000
42478,{},0
42479,{},0
42480,{},0
42481,{},0
42482,{},0
42483,{},0
42484,{},0
42485,{},0
42486,{},0
42487,{},0
42488,{},0
42489,{},0
42490,{},0
42491,{},254000
42492,{},0
42493,{},0
42494,{},0
42495,{},0
42496,{},201719
42497,{},0
42498,The Hire,0
42499,{},0
42500,{},0
42501,{},0
42502,{},0
42503,Boys Love Collection,0
42504,{},0
42505,{},0
42506,{},0
42507,{},0
42508,{},0
42509,{},0
42510,{},0
42511,{},0
42512,{},0
42513,{},0
42514,{},0
42515,{},0
42516,{},0
42517,{},0
42518,{},0
42519,{},0
42520,{},0
42521,{},0
42522,{},0
42523,{},0
42524,{},0
42525,{},0
42526,{},0
42527,{},0
42528,{},0
42529,{},0
42530,{},0
42531,{},0
42532,{},0
42533,Tada's Do-It-All Collection,0
42534,{},0
42535,{},0
42536,{},0
42537,{},0
42538,{},0
42539,{},0
42540,{},0
42541,{},0
42542,{},0
42543,{},0
42544,{},443684
42545,{},0
42546,{},0
42547,{},0
42548,{},0
42549,{},0
42550,{},0
42551,{},0
42552,{},0
42553,{},0
42554,{},0
42555,{},0
42556,{},0
42557,{},0
42558,{},0
42559,{},0
42560,{},0
42561,{},0
42562,{},0
42563,{},0
42564,{},0
42565,{},0
42566,{},0
42567,{},0
42568,{},0
42569,{},0
42570,{},0
42571,{},0
42572,{},0
42573,{},0
42574,{},0
42575,{},0
42576,{},0
42577,{},0
42578,{},0
42579,{},0
42580,{},0
42581,{},0
42582,{},0
42583,{},0
42584,{},0
42585,{},0
42586,Der Bockerer Collection,0
42587,{},6700
42588,{},0
42589,{},0
42590,{},0
42591,{},0
42592,{},0
42593,{},0
42594,{},0
42595,{},0
42596,{},0
42597,{},0
42598,{},0
42599,{},0
42600,{},0
42601,{},0
42602,{},0
42603,{},0
42604,{},0
42605,{},2228115
42606,{},0
42607,{},0
42608,{},0
42609,{},0
42610,{},0
42611,{},0
42612,{},0
42613,{},0
42614,{},0
42615,{},0
42616,{},0
42617,{},0
42618,{},0
42619,{},0
42620,{},0
42621,{},0
42622,{},0
42623,{},0
42624,{},500
42625,{},0
42626,{},0
42627,{},0
42628,{},0
42629,{},0
42630,{},0
42631,{},0
42632,{},0
42633,{},0
42634,{},0
42635,{},0
42636,{},0
42637,{},0
42638,{},0
42639,{},0
42640,{},0
42641,{},0
42642,{},0
42643,{},0
42644,{},0
42645,{},0
42646,{},0
42647,{},0
42648,{},0
42649,{},0
42650,{},0
42651,{},1
42652,{},0
42653,{},0
42654,{},0
42655,{},0
42656,{},0
42657,{},2238600
42658,{},0
42659,{},0
42660,{},0
42661,{},0
42662,{},0
42663,{},0
42664,{},0
42665,{},0
42666,{},0
42667,{},0
42668,{},0
42669,{},0
42670,{},0
42671,{},0
42672,{},0
42673,{},0
42674,{},0
42675,{},0
42676,{},0
42677,The Joys of Torture Series,0
42678,{},0
42679,{},0
42680,{},0
42681,{},0
42682,{},0
42683,{},0
42684,{},0
42685,{},0
42686,{},0
42687,{},0
42688,{},0
42689,{},0
42690,{},0
42691,{},2074000
42692,{},0
42693,{},0
42694,{},0
42695,{},0
42696,{},0
42697,{},0
42698,{},0
42699,{},0
42700,{},0
42701,{},0
42702,{},0
42703,{},0
42704,{},0
42705,{},0
42706,{},0
42707,{},0
42708,Fist of the North Star: The Legends of the True Savior,862
42709,Fist of the North Star: The Legends of the True Savior,0
42710,Fist of the North Star: The Legends of the True Savior,0
42711,Fist of the North Star: The Legends of the True Savior,0
42712,Fist of the North Star: The Legends of the True Savior,0
42713,{},0
42714,Saint Seiya Collection,0
42715,Saint Seiya Collection,0
42716,Saint Seiya Collection,0
42717,Saint Seiya Collection,0
42718,Saint Seiya Collection,0
42719,{},0
42720,{},0
42721,{},0
42722,{},0
42723,{},0
42724,{},0
42725,{},0
42726,{},0
42727,{},0
42728,{},0
42729,{},0
42730,{},0
42731,{},0
42732,{},0
42733,{},0
42734,{},0
42735,{},0
42736,{},0
42737,{},0
42738,{},0
42739,{},0
42740,{},0
42741,{},0
42742,{},0
42743,{},0
42744,{},0
42745,{},0
42746,{},0
42747,{},0
42748,{},0
42749,{},0
42750,{},0
42751,{},0
42752,{},0
42753,{},0
42754,Miles Jupp Standup Collection,0
42755,{},0
42756,{},0
42757,{},0
42758,{},0
42759,{},0
42760,{},0
42761,{},0
42762,{},0
42763,{},0
42764,{},0
42765,{},0
42766,{},0
42767,{},0
42768,{},0
42769,{},0
42770,{},0
42771,{},0
42772,Alan Davies Collection,0
42773,The Pub Landlord Collection,0
42774,John Pinette Collection,0
42775,John Pinette Collection,0
42776,{},0
42777,{},0
42778,{},0
42779,{},9705840
42780,{},0
42781,{},0
42782,{},0
42783,{},0
42784,{},0
42785,{},0
42786,{},0
42787,{},0
42788,{},0
42789,{},0
42790,{},0
42791,{},0
42792,{},0
42793,{},0
42794,{},0
42795,{},0
42796,{},0
42797,{},0
42798,{},0
42799,{},0
42800,{},0
42801,{},0
42802,{},0
42803,{},0
42804,{},750000
42805,{},0
42806,{},0
42807,Stake Land Collection,0
42808,{},0
42809,{},0
42810,{},12173470
42811,{},240978
42812,{},923
42813,{},0
42814,{},1305195
42815,{},0
42816,{},0
42817,{},0
42818,{},0
42819,{},0
42820,{},0
42821,{},0
42822,{},0
42823,{},0
42824,Midnight Diner Collection,0
42825,{},0
42826,{},0
42827,{},0
42828,{},0
42829,{},0
42830,{},0
42831,{},0
42832,{},0
42833,{},0
42834,{},0
42835,{},0
42836,{},0
42837,{},0
42838,{},0
42839,{},0
42840,{},0
42841,{},0
42842,"No Retreat, No Surrender Collection",0
42843,{},0
42844,{},0
42845,{},0
42846,{},0
42847,Tainá,0
42848,{},0
42849,{},0
42850,{},0
42851,{},0
42852,{},57330873
42853,Şevkat Yerimdar Serisi,0
42854,{},0
42855,{},0
42856,{},0
42857,{},0
42858,{},0
42859,{},100541806
42860,{},0
42861,{},0
42862,{},0
42863,{},0
42864,{},0
42865,{},0
42866,{},0
42867,{},0
42868,{},0
42869,Zipi y Zape - Colección,0
42870,{},0
42871,{},0
42872,{},0
42873,{},0
42874,{},8574339
42875,{},0
42876,The Guyver Collection,0
42877,{},0
42878,{},0
42879,{},0
42880,{},0
42881,{},0
42882,{},0
42883,{},0
42884,{},0
42885,{},0
42886,{},0
42887,{},0
42888,{},0
42889,{},0
42890,{},0
42891,{},1447740
42892,{},0
42893,{},0
42894,{},73121
42895,{},0
42896,Lavalantula Collection,0
42897,{},0
42898,{},0
42899,{},0
42900,{},0
42901,{},0
42902,{},0
42903,{},0
42904,{},0
42905,{},0
42906,{},142337240
42907,Prometheus Collection,232380243
42908,{},0
42909,{},0
42910,{},0
42911,{},3565109
42912,{},0
42913,{},0
42914,{},0
42915,{},0
42916,{},0
42917,{},0
42918,{},0
42919,{},0
42920,{},0
42921,{},0
42922,{},0
42923,{},0
42924,{},0
42925,{},0
42926,{},0
42927,{},0
42928,{},0
42929,{},0
42930,{},0
42931,{},0
42932,{},0
42933,{},0
42934,{},0
42935,{},0
42936,{},0
42937,{},0
42938,{},0
42939,{},0
42940,{},0
42941,{},0
42942,{},0
42943,{},0
42944,{},0
42945,{},0
42946,{},0
42947,{},0
42948,{},0
42949,{},0
42950,{},0
42951,{},0
42952,Un éléphant ça trompe énormément,0
42953,Little Witch Academia Collection,0
42954,{},0
42955,Sleepaway Camp Collection,0
42956,{},0
42957,{},0
42958,{},1323312
42959,{},0
42960,{},0
42961,{},0
42962,{},0
42963,{},0
42964,{},0
42965,{},0
42966,{},0
42967,{},0
42968,{},0
42969,Timecop Collection,0
42970,{},0
42971,{},5000000
42972,{},0
42973,Epoch Collection,0
42974,Epoch Collection,0
42975,{},0
42976,{},0
42977,{},0
42978,Wallace & Gromit Collection,0
42979,{},0
42980,{},2015882
42981,{},0
42982,{},0
42983,{},0
42984,{},0
42985,{},0
42986,{},0
42987,{},18
42988,{},0
42989,{},0
42990,{},0
42991,{},0
42992,{},0
42993,{},0
42994,{},0
42995,{},0
42996,{},0
42997,{},0
42998,{},0
42999,{},0
43000,{},0
43001,{},0
43002,{},0
43003,{},0
43004,Darkman Collection,0
43005,The Gingerdead Man Collection,0
43006,{},0
43007,Inspector Gadget Collection,0
43008,Species Collection,0
43009,Species Collection,0
43010,{},0
43011,Lilo & Stitch Collection,0
43012,{},0
43013,Ultimate Avengers Collection,7900000
43014,{},0
43015,{},0
43016,{},3099497
43017,The Sandlot Collection,0
43018,{},0
43019,{},0
43020,{},0
43021,{},0
43022,{},0
43023,{},0
43024,{},0
43025,{},0
43026,{},0
43027,{},0
43028,{},0
43029,{},0
43030,{},0
43031,{},0
43032,{},0
43033,{},0
43034,{},0
43035,{},0
43036,{},0
43037,{},0
43038,{},0
43039,{},0
43040,{},0
43041,{},0
43042,{},0
43043,{},0
43044,{},0
43045,{},0
43046,{},0
43047,{},0
43048,{},0
43049,{},0
43050,{},0
43051,{},0
43052,{},0
43053,{},0
43054,{},0
43055,{},0
43056,{},0
43057,{},0
43058,{},1783421
43059,{},0
43060,{},0
43061,{},26800152
43062,{},3305592
43063,{},84618541
43064,{},0
43065,{},222430
43066,{},0
43067,{},0
43068,{},0
43069,{},0
43070,{},0
43071,{},0
43072,{},0
43073,{},0
43074,Hercules (Lou Ferrigno) Collection,10676194
43075,{},0
43076,{},0
43077,{},0
43078,{},0
43079,{},0
43080,{},0
43081,{},0
43082,{},0
43083,{},0
43084,{},0
43085,{},0
43086,{},0
43087,{},0
43088,{},0
43089,{},0
43090,{},0
43091,{},0
43092,{},0
43093,{},0
43094,{},0
43095,{},0
43096,{},0
43097,{},5100000
43098,{},0
43099,{},0
43100,{},0
43101,{},0
43102,{},0
43103,{},0
43104,{},557241
43105,{},0
43106,{},0
43107,{},0
43108,{},0
43109,{},0
43110,Eating Out Series,0
43111,Eating Out Series,0
43112,Eating Out Series,0
43113,{},0
43114,{},0
43115,{},0
43116,{},0
43117,{},0
43118,{},0
43119,{},0
43120,{},0
43121,{},0
43122,{},0
43123,{},0
43124,{},5255
43125,{},0
43126,{},0
43127,{},0
43128,{},0
43129,{},0
43130,{},0
43131,{},0
43132,{},0
43133,{},0
43134,{},0
43135,Aurélie Laflamme Collection,0
43136,Nativity Collection,0
43137,{},0
43138,{},0
43139,{},0
43140,{},0
43141,{},0
43142,{},0
43143,DMB Collection,0
43144,{},0
43145,{},0
43146,{},0
43147,{},0
43148,{},14054361
43149,{},0
43150,{},0
43151,{},0
43152,{},0
43153,{},0
43154,{},314195
43155,{},0
43156,{},0
43157,Shadow Boxing Collection,8262833
43158,{},0
43159,The Smurfs (Theatrical) Collection,197183546
43160,{},0
43161,{},0
43162,{},0
43163,{},0
43164,{},0
43165,{},0
43166,{},0
43167,{},0
43168,{},13162475
43169,{},0
43170,{},0
43171,{},0
43172,{},0
43173,{},0
43174,{},0
43175,{},0
43176,{},0
43177,{},0
43178,{},0
43179,{},0
43180,{},0
43181,{},0
43182,{},0
43183,{},0
43184,{},0
43185,{},0
43186,{},0
43187,{},0
43188,{},0
43189,{},37461045
43190,{},0
43191,{},0
43192,Born To Race Collection,0
43193,{},0
43194,Hornblower Collection,0
43195,Teen Titans Collection,0
43196,{},0
43197,{},0
43198,{},0
43199,{},0
43200,{},0
43201,{},0
43202,{},15000000
43203,{},0
43204,{},0
43205,{},0
43206,{},0
43207,{},0
43208,{},0
43209,{},3451
43210,The Blob Collection,0
43211,{},0
43212,{},0
43213,{},0
43214,{},0
43215,{},0
43216,{},0
43217,{},152761
43218,{},0
43219,{},0
43220,{},0
43221,{},0
43222,{},116873
43223,{},0
43224,Diary of a Wimpy Kid Collection,40120144
43225,{},0
43226,{},0
43227,{},0
43228,{},0
43229,{},0
43230,{},0
43231,{},0
43232,{},9868942
43233,{},0
43234,{},177856751
43235,{},17768012
43236,{},60845711
43237,{},0
43238,{},0
43239,{},0
43240,{},0
43241,{},407778013
43242,{},0
43243,{},0
43244,{},0
43245,{},0
43246,{},0
43247,{},0
43248,{},0
43249,{},0
43250,{},0
43251,{},0
43252,{},0
43253,{},0
43254,{},0
43255,{},0
43256,{},0
43257,{},0
43258,The Fast and the Furious Collection,1238764765
43259,{},0
43260,{},0
43261,{},0
43262,{},0
43263,{},0
43264,{},0
43265,{},0
43266,{},0
43267,{},0
43268,{},0
43269,{},0
43270,{},0
43271,Swan Princess Series,0
43272,{},0
43273,{},0
43274,{},0
43275,{},0
43276,{},0
43277,{},0
43278,{},0
43279,{},0
43280,Fantozzi Collection,0
43281,{},0
43282,{},0
43283,{},0
43284,{},0
43285,L'allenatore nel pallone - Collezione,0
43286,Fantozzi Collection,0
43287,{},0
43288,{},0
43289,{},110824373
43290,{},0
43291,{},0
43292,{},0
43293,{},0
43294,{},2676077
43295,{},0
43296,{},0
43297,Cars Collection,350170057
43298,{},0
43299,Resident Evil: Biohazard,0
43300,{},0
43301,{},0
43302,{},0
43303,{},0
43304,Undisputed Collection,0
43305,{},0
43306,{},0
43307,{},0
43308,{},0
43309,{},0
43310,The Marine Collection,0
43311,{},0
43312,{},0
43313,{},0
43314,{},0
43315,{},0
43316,{},0
43317,{},0
43318,Lupin the Third Collection,0
43319,{},0
43320,{},0
43321,{},4219536
43322,{},0
43323,{},0
43324,{},19204593
43325,{},0
43326,{},0
43327,{},0
43328,{},3384747
43329,{},0
43330,{},0
43331,{},0
43332,{},0
43333,{},0
43334,Guinea Pig Collection,0
43335,{},0
43336,{},0
43337,{},0
43338,{},1803009
43339,{},0
43340,{},0
43341,{},0
43342,{},0
43343,I soliti idioti Collection,0
43344,{},0
43345,{},0
43346,{},0
43347,{},0
43348,{},0
43349,{},0
43350,{},0
43351,{},0
43352,{},0
43353,{},0
43354,{},0
43355,Bloodfight,0
43356,{},3600000
43357,{},0
43358,{},0
43359,{},0
43360,{},0
43361,{},0
43362,{},0
43363,{},0
43364,{},0
43365,Circuitry Man Collection,0
43366,{},0
43367,{},0
43368,{},0
43369,{},0
43370,{},0
43371,{},0
43372,{},0
43373,{},0
43374,{},2403885
43375,{},1500000
43376,{},0
43377,{},0
43378,{},0
43379,{},0
43380,George Carlin Comedy Collection,0
43381,George Carlin Comedy Collection,0
43382,George Carlin Comedy Collection,0
43383,George Carlin Comedy Collection,0
43384,George Carlin Comedy Collection,0
43385,{},0
43386,{},0
43387,George Carlin Comedy Collection,0
43388,{},0
43389,{},0
43390,{},0
43391,{},0
43392,Mythica Collection,0
43393,{},0
43394,{},31000
43395,{},0
43396,{},0
43397,The Complete Monterey Pop Festival,0
43398,{},0
43399,{},0
43400,{},0
43401,{},0
43402,{},0
43403,{},0
43404,{},0
43405,{},26251899
43406,{},0
43407,The Trip Collection,0
43408,Phobia Collection,0
43409,{},0
43410,{},0
43411,{},0
43412,{},0
43413,{},0
43414,{},0
43415,{},0
43416,{},0
43417,{},0
43418,{},0
43419,{},0
43420,{},0
43421,{},0
43422,{},0
43423,{},0
43424,{},0
43425,{},0
43426,{},0
43427,{},0
43428,{},0
43429,{},0
43430,{},0
43431,{},0
43432,{},0
43433,{},0
43434,{},0
43435,{},0
43436,{},0
43437,{},0
43438,{},0
43439,{},0
43440,{},0
43441,{},0
43442,{},0
43443,{},0
43444,{},0
43445,{},0
43446,{},0
43447,{},0
43448,{},0
43449,{},0
43450,{},0
43451,{},0
43452,{},0
43453,{},0
43454,{},0
43455,{},0
43456,{},0
43457,{},0
43458,{},0
43459,{},0
43460,{},0
43461,{},0
43462,{},0
43463,{},0
43464,{},0
43465,{},0
43466,{},0
43467,{},0
43468,{},0
43469,{},0
43470,{},0
43471,{},0
43472,{},0
43473,{},214600
43474,Çalgı Çengi Collection,0
43475,{},0
43476,{},0
43477,Eyyvah Eyvah Collection,0
43478,{},0
43479,{},0
43480,{},0
43481,{},0
43482,{},0
43483,{},0
43484,{},0
43485,{},0
43486,{},0
43487,Romantik Komedi [Seri],0
43488,{},0
43489,{},0
43490,{},0
43491,{},0
43492,{},0
43493,{},0
43494,{},0
43495,{},698200
43496,{},0
43497,{},0
43498,{},0
43499,{},0
43500,{},0
43501,{},4781454
