,crew,title,release_date,return,budget,revenue
42785,Roy T. Wood,Disaster!,2006-07-20,0.0,2980000,0
42786,Peter Nicholson,Dartmoor Killing,2015-09-18,0.0,0,0
42787,Thomas Torrey,Fare,2017-02-21,0.0,0,0
42788,James Kent,The Thirteenth Tale,2013-12-30,0.0,0,0
42789,,Eu Maior,2013-11-21,0.0,0,0
42790,Peter Winther,Painkillers,2015-11-15,0.0,0,0
42791,Federico Veiroj,The Apostate,2015-10-02,0.0,0,0
42792,Dome Karukoski,Tom of Finland,2017-01-27,0.0,4200000,0
42793,Benjamin Ree,Magnus,2016-09-09,0.0,0,0
42794,Scott Freiman,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,2017-02-06,0.0,0,0
42795,Clifton Ko Chi-Sum,Chicken and Duck Talk,1988-07-14,0.0,0,0
42796,Henry Cora,NY77: The Coolest Year in Hell,2007-07-09,0.0,0,0
42797,Nicolo Donato,Across the Waters,2016-10-27,0.0,0,0
42798,Andrzej Wajda,The Birch Wood,1970-11-10,0.0,0,0
42799,Imanol Uribe,Escape from Segovia,1981-11-07,0.0,0,0
42800,Kris Avedisian,Donald Cried,2017-03-03,0.0,0,0
42801,Jason Murphy,Zombies! Zombies! Zombies!,2008-09-09,0.0,0,0
42802,Erwin van den Eshof,Kill Zombie!,2012-02-16,0.0,500000,0
42803,David A. Prior,Zombie Wars,2006-11-10,0.0,0,0
42804,,Zombie Fever,2013-08-14,inf,0,750000
42805,Mike Dudko,Zombie Pizza,2017-04-27,0.0,0,0
42806,Bill Zebub,Zombie Christ,2010-10-27,0.0,5000,0
42807,Robert Olsen,Stake Land II: The Stakelander,2016-10-14,0.0,0,0
42808,Elite Zexer,Sand Storm,2016-01-25,0.0,0,0
42809,Bart Freundlich,Wolves,2016-10-25,0.0,0,0
42810,Lone Scherfig,Their Finest,2017-04-06,0.3717623597890384,32745300,12173470
42811,Joseph Ruben,The Ottoman Lieutenant,2017-03-10,0.00602445,40000000,240978
42812,William Oldroyd,Lady Macbeth,2017-01-20,inf,0,923
42813,Ritesh Batra,The Sense of an Ending,2017-03-10,0.0,0,0
42814,Olivier Assayas,Personal Shopper,2016-10-19,0.2175325,6000000,1305195
42815,Timo von Gunten,The Railroad Lady,2016-08-05,0.0,0,0
42816,Christian Faure,Just a Question of Love,2000-01-01,0.0,0,0
42817,Nitzan Giladi,Wedding Doll,2015-07-15,0.0,0,0
42818,Ann Marie Fleming,Window Horses,2016-06-13,0.0,0,0
42819,Stephen Chow,Love on Delivery,1994-02-04,0.0,0,0
42820,Christopher Radcliff,The Strange Ones,2011-01-20,0.0,0,0
42821,Jeffery Scott Lando,Goblin,2010-07-13,0.0,0,0
42822,Richard Laxton,River,2015-10-13,0.0,0,0
42823,Dan Krauss,Extremis,2016-04-17,0.0,0,0
42824,Joji Matsuoka,Midnight Diner,2014-11-10,0.0,0,0
42825,Daphne Matziaraki,4.1 Miles,2016-09-28,0.0,0,0
42826,Paul Dugdale,The Rolling Stones - Havana Moon,2016-09-23,0.0,0,0
42827,Susan Johnson,Carrie Pilby,2017-03-31,0.0,0,0
42828,Claude Zidi,The Jackpot!,1991-12-18,0.0,0,0
42829,Coline Serreau,La crise,1992-12-02,0.0,0,0
42830,Kjell Sundvall,For Better and Worse,2015-03-06,0.0,0,0
42831,James Franco,The Institute,2017-03-03,0.0,3000000,0
42832,Bradley Walsh,Lead with Your Heart,2015-09-19,0.0,0,0
42833,Filippo Capuzzi Lapietra,Internet - O Filme,2017-02-23,0.0,0,0
42834,Paul Tanter,Shame the Devil,2013-12-02,0.0,3000000,0
42835,Dick Maas,Prey,2016-10-13,0.0,0,0
42836,Kahane Cooperman,Joe's Violin,2016-04-14,0.0,0,0
42837,Mehdi Idir,Patients,2017-03-01,0.0,0,0
42838,Walter Hill,The Assignment,2016-04-27,0.0,5000000,0
42839,Brian Trenchard-Smith,Day of the Panther,1988-06-28,0.0,0,0
42840,Piti Jaturaphat,FB: Fighting Beat,2007-01-01,0.0,0,0
42841,Joseph Merhi,To Be the Best,1993-08-03,0.0,0,0
42842,Richard W. Munchkin,Fists of Iron,1995-01-01,0.0,0,0
42843,Raimund Huber,Bangkok Adrenaline,2009-05-14,0.0,0,0
42844,John Cafiero,Ramones: Raw,2004-09-28,0.0,0,0
42845,Scott Hicks,Fallen,2016-11-10,0.0,0,0
42846,Pedro Arantes,Laughter of Others,2012-01-12,0.0,0,0
42847,Tania Lamarca,Tainá: An Amazon Adventure,2001-01-12,0.0,0,0
42848,Marcus Baldini,Men Are From Mars... And That’s Where I’m Going!,2014-05-02,0.0,0,0
42849,Roberto Santucci,Loucas pra Casar,2015-01-08,0.0,3000000,0
42850,Saratswadee Wongsomphet,Yes or No 2,2012-08-16,0.0,0,0
42851,Pedro Amorim,Mato sem Cachorro,2013-10-04,0.0,0,0
42852,Stuart Hazeldine,The Shack,2017-03-03,2.86654365,20000000,57330873
42853,,Şevkat Yerimdar,2013-10-25,0.0,0,0
42854,Dennis Bots,Sword of D'Artagnan,2015-06-24,0.0,0,0
42855,Marc Munden,Some Dogs Bite,2010-10-01,0.0,0,0
42856,Svyatoslav Podgayevskiy,The Bride,2017-01-19,0.0,1500000,0
42857,Xavier de Lauzanne,Les Pépites,2016-10-05,0.0,0,0
42858,Pierre Perrault,The Shimmering Beast,1982-10-15,0.0,0,0
42859,Daniel Espinosa,Life,2017-03-22,1.7334794137931036,58000000,100541806
42860,,Race to Mars,2007-09-23,0.0,0,0
42861,Kitaji Ishikawa,Lovely Complex,2006-07-12,0.0,0,0
42862,João Jardim,Pro Dia Nascer Feliz,2006-03-23,0.0,0,0
42863,Daniel Filho,Chico Xavier,2010-04-02,0.0,0,0
42864,Jonathan Newman,Foster,2011-02-10,0.0,0,0
42865,,National Geographic American Blackout,2013-08-27,0.0,0,0
42866,Mike Mendez,Don't Kill It,2016-08-27,0.0,3500000,0
42867,Walerian Borowczyk,"Goto, Island of Love",1969-09-01,0.0,0,0
42868,Sanjay Gupta,Kaabil,2017-01-26,0.0,5200000,0
42869,Oskar Santos,Zip & Zap and the Captain's Island,2016-07-29,0.0,0,0
42870,Bryan Brewer,The Raking,2017-03-07,0.0,0,0
42871,Carter Smith,Bugcrush,2006-01-20,0.0,0,0
42872,Phillip Escott,Cruel Summer,2016-08-27,0.0,0,0
42873,Cosmo Feilding-Mellen,The Sunshine Makers,2015-11-01,0.0,0,0
42874,James Gray,The Lost City of Z,2016-10-15,0.2858113,30000000,8574339
42875,J.D. Dillard,Sleight,2017-04-28,0.0,0,0
42876,Steve Wang,Guyver: Dark Hero,1994-04-20,0.0,0,0
42877,Rocco Urbisci,Robert Schimmel: Unprotected,1999-01-01,0.0,0,0
42878,Keith Truesdell,Bill Maher: Be More Cynical,2000-06-10,0.0,0,0
42879,Ted Demme,Denis Leary: No Cure for Cancer,1993-01-12,0.0,0,0
42880,Miles Kahn,Wyatt Cenac: Comedy Person,2011-05-14,0.0,0,0
42881,Linda Mendoza,"Nick Swardson: Seriously, Who Farted?",2009-05-19,0.0,0,0
42882,Beth McCarthy-Miller,Jon Stewart: Unleavened,1996-01-01,0.0,0,0
42883,Liz Plonka,Triumph’s Election Special 2016,2016-02-11,0.0,0,0
42884,Ryan Polito,Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,2012-12-21,0.0,0,0
42885,Marcus Raboy,"Pete Holmes: Nice Try, the Devil!",2013-05-12,0.0,0,0
42886,Shannon Hartman,Kurt Braunohler: Trust Me,2017-03-03,0.0,0,0
42887,Jay Chapman,Moshe Kasher: Live in Oakland,2012-10-26,0.0,0,0
42888,Ryan Polito,Chris Hardwick: Mandroid,2012-11-10,0.0,0,0
42889,Roberta Marques,Rânia,2012-01-29,0.0,0,0
42890,Nick Cannon,School Dance,2014-07-02,0.0,0,0
42891,Hugo Gélin,Two Is a Family,2016-12-07,inf,0,1447740
42892,Ken Burns,Prohibition,2011-10-02,0.0,0,0
42893,Hassan Amini,Decadence and Downfall: The Shah of Iran's Ultimate Party,2016-02-14,0.0,0,0
42894,Sarah Adina Smith,Buster's Mal Heart,2017-04-28,inf,0,73121
42895,David Blair,Tess of the D'Urbervilles,2008-09-14,0.0,0,0
42896,Nick Simon,2 Lava 2 Lantula!,2016-08-06,0.0,0,0
42897,Simon De Selva,LD 50 Lethal Dose,2003-02-23,0.0,0,0
42898,Han Jae-rim,The King,2017-01-18,0.0,0,0
42899,Giulio Berruti,Killer Nun,1979-05-09,0.0,0,0
42900,David Ryan Keith,Ghosts of Darkness,2017-03-01,0.0,0,0
42901,Stan Brakhage,Black Ice,1994-01-01,0.0,0,0
42902,Akira Nagai,If Cats Disappeared From the World,2016-05-14,0.0,0,0
42903,Anca Damian,The Magic Mountain,2015-07-08,0.0,0,0
42904,Vladimir Potapov,The Mediator,1990-01-01,0.0,0,0
42905,Bill Paxton,Fish Heads,1980-01-01,0.0,0,0
42906,Dean Israelite,Power Rangers,2017-03-23,1.4233724,100000000,142337240
42907,Ridley Scott,Alien: Covenant,2017-05-09,2.395672608247423,97000000,232380243
42908,Massimiliano Bruno,Beata ignoranza,2017-02-23,0.0,0,0
42909,Rainer Werner Fassbinder,Bremer Freiheit,1972-12-12,0.0,0,0
42910,Rainer Werner Fassbinder,Jail Bait,1973-01-09,0.0,0,0
42911,Ben Wheatley,Free Fire,2017-03-31,0.3565109,10000000,3565109
42912,Joey Klein,The Other Half,2016-12-02,0.0,0,0
42913,Neill Fearnley,Escape from Mars,1999-03-25,0.0,0,0
42914,Wes Craven,Stranger in Our House,1978-10-31,0.0,0,0
42915,Juliane Lorenz,Rainer Werner Fassbinder's World on a Wire: Looking Ahead to Today,2010-02-18,0.0,0,0
42916,Kim Longinotto,Shinjuku Boys,1995-07-01,0.0,0,0
42917,Alix Delaporte,Angèle and Tony,2011-01-26,0.0,0,0
42918,Ossama Mohammed,Silvered Water,2014-12-17,0.0,0,0
42919,James Marcus Haney,Austin to Boston,2015-06-12,0.0,0,0
42920,Sean Whitley,Southern Fried Bigfoot,2007-11-10,0.0,0,0
42921,Harun Farocki,Between Two Wars,1978-11-05,0.0,0,0
42922,Antonio Zavala Kugler,Deseo,2012-11-23,0.0,0,0
42923,,e-motion,2013-01-01,0.0,0,0
42924,Kitty Green,Casting JonBenet,2017-04-28,0.0,0,0
42925,Etienne Comar,Django,2017-04-26,0.0,0,0
42926,Yoon Hong-seung,Canola,2016-05-19,0.0,0,0
42927,Julio Quintana,The Vessel,2016-09-15,0.0,5000000,0
42928,Barnet Bain,Milton's Secret,2016-09-30,0.0,0,0
42929,Stephan Schultze,God's Compass,2016-04-21,0.0,0,0
42930,Peter Barsocchini,The Passion,2016-03-20,0.0,0,0
42931,Amy Schumer,Amy Schumer: The Leather Special,2017-03-07,0.0,0,0
42932,Patrick Ridremont,Dead Man Talking,2012-10-03,0.0,0,0
42933,Trey Haley,The Man in 3B,2015-11-06,0.0,0,0
42934,LazRael Lison,Halloweed,2016-10-18,0.0,0,0
42935,Norman Lee,Doctor's Orders,1934-11-01,0.0,0,0
42936,Don Chaffey,The Prince and the Pauper,1962-03-11,0.0,0,0
42937,Steve Previn,Almost Angels,1962-09-26,0.0,0,0
42938,Anthony Kimmins,The Amorous Prawn,1962-11-26,0.0,0,0
42939,Stuart Burge,The Importance of Being Earnest,1986-01-01,0.0,0,0
42940,Matías Cruz,Miguel San Miguel,2012-11-15,0.0,0,0
42941,Harun Farocki,As You See,1986-01-01,0.0,0,0
42942,Çağan Irmak,Are We Ok?,2013-11-29,0.0,0,0
42943,Çağan Irmak,Unutursam Fısılda,2014-10-29,0.0,0,0
42944,Samuli Valkama,Unexpected Journey,2017-03-10,0.0,1500000,0
42945,Elmer Clifton,Slaves in Bondage,1937-07-24,0.0,0,0
42946,Elena Hazanov,The Puppet Syndrome,2015-11-05,0.0,2000000,0
42947,Anthony Asquith,The Yellow Rolls-Royce,1964-12-31,0.0,0,0
42948,Antonin Svoboda,The Strange Case of Wilhelm Reich,2013-01-17,0.0,0,0
42949,Denis Villeneuve,Next Floor,2008-10-03,0.0,0,0
42950,Marco Kalantari,The Shaman,2015-04-18,0.0,0,0
42951,Robert Hamer,The Scapegoat,1959-08-06,0.0,0,0
42952,Yves Robert,An Elephant Can Be Extremely Deceptive,1976-09-22,0.0,0,0
42953,Yoh Yoshinari,Little Witch Academia: The Enchanted Parade,2015-07-03,0.0,625,0
42954,Kazuhiro Furuhashi,Samurai X: Trust & Betrayal,1999-01-01,0.0,0,0
42955,Michael A. Simpson,Sleepaway Camp II: Unhappy Campers,1988-10-31,0.0,0,0
42956,Anthony Young,Penny Points to Paradise,1951-01-01,0.0,0,0
42957,Simon Hesera,A Day at the Beach,1972-04-17,0.0,0,0
42958,Oren Moverman,The Dinner,2017-05-05,inf,0,1323312
42959,Josef Hader,Wild Mouse,2017-02-17,0.0,0,0
42960,Brian Vernick,The Avenue,2017-01-01,0.0,42000,0
42961,Laurent Bouzereau,The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,2000-11-21,0.0,0,0
42962,Robert Aldrich,The Choirboys,1977-12-23,0.0,0,0
42963,,The Most Fertile Man in Ireland,2000-06-08,0.0,0,0
42964,,Ngati,1987-07-01,0.0,0,0
42965,James Algar,Jungle Cat,1959-12-16,0.0,0,0
42966,Steven C. Miller,Arsenal,2017-01-06,0.0,10000000,0
42967,Allan A. Goldstein,2001: A Space Travesty,2000-10-31,0.0,26000000,0
42968,Greg Beeman,Brink!,1998-08-28,0.0,0,0
42969,Steve Boyum,Timecop 2: The Berlin Decision,2003-09-30,0.0,0,0
42970,Darren Thornton,A Date for Mad Mary,2016-09-02,0.0,0,0
42971,Adolfo Martínez Pérez,Rescue Under Fire,2017-03-10,inf,0,5000000
42972,Shannon Hartman,Jim Norton: Mouthful of Shame,2017-03-14,0.0,0,0
42973,Ian Watson,Epoch: Evolution,2003-11-29,0.0,0,0
42974,Matt Codd,Epoch,2001-11-24,0.0,0,0
42975,Ivan I. Tverdovsky,Zoology,2016-11-24,0.0,0,0
42976,Vanessa Parise,From Straight A's to XXX,2017-02-11,0.0,0,0
42977,Worth Keeter,Snapdragon,1993-12-01,0.0,0,0
42978,Loyd Price,Wallace & Gromit's Cracking Contraptions,2002-10-15,0.0,0,0
42979,Jürgen Staal,Slove,2011-02-21,0.0,7000000,0
42980,Hal Needham,Rad,1986-03-21,inf,0,2015882
42981,Clive Donner,Dead Man's Folly,1986-01-08,0.0,0,0
42982,Maximilian Leo,My Brother's Keeper,2014-02-07,0.0,0,0
42983,Vincent Dieutre,Jaurès,2012-02-11,0.0,0,0
42984,Kim Longinotto,Gaea Girls,2000-08-16,0.0,0,0
42985,Fernando González Molina,The Invisible Guardian,2017-03-03,0.0,0,0
42986,Frank E. Flowers,Haven,2004-09-11,0.0,0,0
42987,Kieth Merrill,Windwalker,1980-12-12,inf,0,18
42988,Lu Chuan,Born in China,2017-04-21,0.0,0,0
42989,Christian Zübert,One Breath,2016-01-28,0.0,0,0
42990,Julian T. Pinder,Population Zero,2016-04-26,0.0,0,0
42991,Bob Rafelson,Poodle Springs,1998-07-25,0.0,0,0
42992,Aaron Katz,Gemini,2017-03-12,0.0,0,0
42993,Isabelle Lavigne,Junior,2011-01-01,0.0,0,0
42994,Joris Ivens,Rain,1929-12-14,0.0,0,0
42995,Dan Abdo,Lily  & the Snowman,2015-12-13,0.0,0,0
42996,Brillante Mendoza,Ma' Rosa,2016-11-09,0.0,0,0
42997,David Paul Meyer,Trevor Noah: Afraid of the Dark,2017-02-21,0.0,0,0
42998,Ruggero Deodato,The Barbarians,1987-03-01,0.0,0,0
42999,Patrick G. Donahue,Kill Squad,1982-06-01,0.0,0,0
43000,Roger Donaldson,Smash Palace,1982-04-30,0.0,0,0
43001,David Giancola,Icebreaker,2000-01-01,0.0,0,0
43002,John Power,The Tommyknockers,1993-05-09,0.0,12,0
43003,Nick Willing,Jason and the Argonauts,2001-01-07,0.0,30000000,0
43004,Bradford May,Darkman III: Die Darkman Die,1996-08-20,0.0,0,0
43005,Charles Band,The Gingerdead Man,2005-01-01,0.0,0,0
43006,Mario Philip Azzopardi,The Time Shifters,1999-10-17,0.0,0,0
43007,Alex Zamm,Inspector Gadget 2,2003-03-11,0.0,12000000,0
43008,Nick Lyon,Species: The Awakening,2007-10-02,0.0,3800000,0
43009,Brad Turner,Species III,2004-11-26,0.0,0,0
43010,Michelle MacLaren,Population 436,2006-07-04,0.0,0,0
43011,Michael LaBash,Lilo & Stitch 2: Stitch has a Glitch,2005-01-29,0.0,0,0
43012,James Melkonian,The Stoned Age,1994-12-05,0.0,0,0
43013,Will Meugniot,Ultimate Avengers 2,2006-08-08,inf,0,7900000
43014,Neal Brennan,Totally Awesome,2006-11-07,0.0,0,0
43015,Nick Marck,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003-01-01,0.0,0,0
43016,Matthew Robbins,The Legend of Billie Jean,1985-07-19,inf,0,3099497
43017,David M. Evans,The Sandlot 2,2005-05-03,0.0,0,0
43018,Glen Salzman,Introducing... Janet,1981-01-01,0.0,0,0
43019,Asif Kapadia,Ali and Nino,2016-01-27,0.0,0,0
43020,Greg Kiefer,Thirst,2016-08-02,0.0,0,0
43021,Fiona Gordon,Lost in Paris,2017-03-08,0.0,0,0
43022,Léa Pool,The Blue Butterfly,2004-02-20,0.0,0,0
43023,Aldo Monti,Santo en Anónimo mortal,1975-04-11,0.0,0,0
43024,Eric England,Madison County,2012-05-08,0.0,0,0
43025,Rogelio A. González,Flor marchita,1969-07-03,0.0,0,0
43026,Hugh Harman,The Field Mouse,1941-12-26,0.0,0,0
43027,Jane Armstrong,Cleopatra's Palace: In Search of a Legend,1999-01-01,0.0,0,0
43028,,Ghost Planes and the Mysteries of Flight 370,2014-08-09,0.0,0,0
43029,José Estrada,Los indolentes,1979-06-28,0.0,0,0
43030,Charles Robert Carner,Red Water,2003-08-17,0.0,0,0
43031,Miguel M. Delgado,Cárcel de Mujeres,1951-09-28,0.0,0,0
43032,Mogens Hagedorn,Park Road - the Movie,2012-02-02,0.0,0,0
43033,Alejandro Sugich,Almost Thirty,2013-10-04,0.0,0,0
43034,Alfonso Patiño Gómez,El amor no es ciego,1950-04-04,0.0,0,0
43035,Batan Silva,El Viaje de la Nonna,2008-02-07,0.0,0,0
43036,Jaime Chávarri,The Things of Love,1989-01-01,0.0,0,0
43037,Florian Habicht,"Pulp: a Film About Life, Death & Supermarkets",2014-03-09,0.0,0,0
43038,Pavel Chukhray,The Russian Game,2007-10-04,0.0,0,0
43039,Jones,Everyone's Going to Die,2013-03-10,0.0,0,0
43040,David Lynch,Mulholland Dr.,1999-01-01,0.0,0,0
43041,Stan Lathan,Dave Chappelle: The Age of Spin,2017-03-21,0.0,0,0
43042,Francis Whately,David Bowie: The Last Five Years,2017-01-07,0.0,0,0
43043,Amanda Kernell,Sami Blood,2017-01-20,0.0,0,0
43044,Alli Haapasalo,Love and Fury,2016-10-14,0.0,0,0
43045,John Grissmer,Blood Rage,1987-06-01,0.0,0,0
43046,Keiichi Kobayashi,About The Pink Sky,2012-01-25,0.0,0,0
43047,Andrew Getty,The Evil Within,2017-06-13,0.0,4000000,0
43048,David Winters,Space Mutiny,1988-01-01,0.0,0,0
43049,Ori Sivan,Harmonia,2016-07-11,0.0,0,0
43050,Michael Levine,Streit's: Matzo and the American Dream,2015-03-20,0.0,0,0
43051,Ferne Pearlstein,The Last Laugh,2016-04-18,0.0,0,0
43052,Leanne Pooley,25 April,2015-09-15,0.0,0,0
43053,Dorian Fernández-Moris,The Secret of Evil,2014-09-18,0.0,300000,0
43054,Jean Châteauvert,Torn Apart,2006-09-13,0.0,0,0
43055,Steven Vasquez,Enemies with Benefits,2016-01-15,0.0,20000,0
43056,Sébastien Lifshitz,Going South,2009-12-30,0.0,0,0
43057,Tsui Hark,Missing,2008-06-12,0.0,0,0
43058,Mark Pellington,The Last Word,2017-03-03,inf,0,1783421
43059,Alfred Hitchcock,Aventure Malgache,1944-01-01,0.0,0,0
43060,Rolf de Heer,Encounter at Raven's Gate,1988-12-01,0.0,0,0
43061,Dax Shepard,CHiPS,2017-03-23,1.07200608,25000000,26800152
43062,Jeffrey Blitz,Table 19,2017-01-20,0.6611184,5000000,3305592
43063,Zach Braff,Going in Style,2017-04-06,3.38474164,25000000,84618541
43064,Geoffrey Orthwein,Bokeh,2017-03-24,0.0,0,0
43065,Philippe Lacheau,Alibi.com,2017-02-15,inf,0,222430
43066,William A. Wellman,Island in the Sky,1953-09-05,0.0,0,0
43067,Stan Lathan,Dave Chappelle: Deep in the Heart of Texas,2017-03-21,0.0,0,0
43068,George Waggner,Red Nightmare,1962-02-11,0.0,0,0
43069,Gavin Wiesen,All Nighter,2017-03-10,0.0,0,0
43070,Nicolas Bedos,Mr & Mme Adelman,2017-03-08,0.0,0,0
43071,Kevin Brownlow,Winstanley,1976-01-01,0.0,0,0
43072,Kevin Brownlow,9 Dalmuir West,1962-12-07,0.0,0,0
43073,Bruce Goodison,Leave to Remain,2013-10-11,0.0,0,0
43074,Luigi Cozzi,Hercules,1983-08-12,inf,0,10676194
43075,André Klotzel,Posthumous Memories,2001-08-17,0.0,0,0
43076,Alexandre Boury,"Didi, the Goofy Cupid",2003-04-27,0.0,0,0
43077,Kim Ki-duk,Arirang,2011-05-13,0.0,0,0
43078,,The Batman Shootings,2012-08-19,0.0,0,0
43079,Timothy Hines,10 Days in a Madhouse,2015-11-20,0.0,1200000,0
43080,Sydney Freeland,Deidra & Laney Rob a Train,2017-01-23,0.0,0,0
43081,Harun Farocki,How to Live in the German Federal Republic,1990-02-09,0.0,0,0
43082,David Lynch,Dumbland,2002-03-18,0.0,0,0
43083,Simon Amstell,Carnage: Swallowing the Past,2017-03-19,0.0,0,0
43084,Luke Moran,Boys of Abu Ghraib,2014-03-15,0.0,0,0
43085,Remo D'Souza,A Flying Jatt,2016-08-25,0.0,0,0
43086,Kai Wessel,Fog in August,2016-09-29,0.0,8000000,0
43087,,A.D. The Bible Continues,2015-04-05,0.0,0,0
43088,Lucy Hetherington,The Lost World of Communism,2009-03-14,0.0,0,0
43089,Hannu Kahakorpi,The Novelist,2008-09-27,0.0,1531604,0
43090,Dan Reed,Shooters,2001-11-17,0.0,0,0
43091,Francisco Pérez-Dolz,A tiro limpio,1963-09-02,0.0,0,0
43092,Peter Brown,Confessions of an Eco-Terrorist,2011-01-01,0.0,0,0
43093,Clyde Bruckman,The Fatal Glass of Beer,1933-03-03,0.0,0,0
43094,Charles L. Gaskill,Cleopatra,1912-11-13,0.0,0,0
43095,Tommy O'Haver,The Most Hated Woman in America,2017-03-24,0.0,0,0
43096,Harun Farocki,Videograms of a Revolution,1992-08-13,0.0,0,0
43097,Mani Ratnam,O Kadhal Kanmani,2015-04-17,5.425531914893617,940000,5100000
43098,Mani Ratnam,Nayakan,1987-07-01,0.0,0,0
43099,William C. de Mille,The Secret Game,1917-12-03,0.0,0,0
43100,Josh Vietze,Apex: The Story of the Hypercar,2016-03-29,0.0,0,0
43101,Jason Wan Lim,Gettin' In,2012-10-17,0.0,0,0
43102,Richard Meech,Vine of the Soul: Encounters with Ayahuasca,2010-07-23,0.0,0,0
43103,James Goldstone,Swashbuckler,1976-01-01,0.0,0,0
43104,George Mendeluk,Bitter Harvest,2017-02-23,0.02786205,20000000,557241
43105,J.C. Falcón,People You May Know,2016-07-07,0.0,0,0
43106,Edzard Onneken,All You Need is Love,2009-11-03,0.0,0,0
43107,Keith Hartman,You Should Meet My Son,2010-10-31,0.0,0,0
43108,Papu Curotto,Esteros,2016-05-27,0.0,0,0
43109,Pablo Aragüés,Novatos,2015-10-05,0.0,0,0
43110,Q. Allan Brocka,Eating Out,2004-02-14,0.0,50000,0
43111,Phillip J. Bartell,Eating Out 2: Sloppy Seconds,2006-01-01,0.0,0,0
43112,Glenn Gaylord,Eating Out: All You Can Eat,2009-10-09,0.0,0,0
43113,Calvito Leal,A Esperança é a Última Que Morre,2015-09-03,0.0,0,0
43114,Daniel Guzmán,Nothing in Return,2015-05-08,0.0,0,0
43115,Lee Galea,Monster Pies,2013-04-10,0.0,0,0
43116,Chip Hale,Mulligans,2008-01-01,0.0,0,0
43117,David Lewis,Rock Haven,2007-06-21,0.0,0,0
43118,Monika Mitchell,John Apple Jack,2013-11-29,0.0,0,0
43119,Sean Paul Lockhart,Triple Crossed,2013-11-12,0.0,41000,0
43120,Christian Tafdrup,Awakening,2008-04-29,0.0,0,0
43121,Ivan Silvestrini,Tell No One,2012-09-07,0.0,0,0
43122,Johnny Martin,Vengeance: A Love Story,2017-03-16,0.0,0,0
43123,Harun Farocki,Workers Leaving the Factory,1995-01-01,0.0,0,0
43124,Olaf de Fleur Johannesson,The Amazing Truth About Queen Raquela,2008-03-07,0.0131375,400000,5255
43125,Henrique Goldman,Princesa,2001-06-01,0.0,0,0
43126,Shin Su-won,Pluto,2012-10-05,0.0,0,0
43127,Bob Clark,Turk 182!,1985-02-15,0.0,1900000,0
43128,Kim Jee-woon,The Quiet Family,1998-04-25,0.0,0,0
43129,Matthias Hoene,Enter the Warriors Gate,2016-11-18,0.0,0,0
43130,Álex de la Iglesia,The Bar,2017-03-24,0.0,0,0
43131,José Skaf,Vulcania,2015-10-16,0.0,0,0
43132,Larry Buchanan,A Bullet for Pretty Boy,1970-07-15,0.0,0,0
43133,Chang Cheh,The Flag of Iron,1980-02-01,0.0,0,0
43134,Emmanuel Mouret,Caprice,2015-02-27,0.0,0,0
43135,Nicolas Monette,Aurélie Laflamme: Les pieds sur terre,2015-04-24,0.0,0,0
43136,Debbie Isitt,"Nativity 3: Dude, Where's My Donkey?!",2014-11-14,0.0,0,0
43137,Nacho Vigalondo,7:35 in the Morning,2003-01-01,0.0,0,0
43138,Charles Tait,The Story of the Kelly Gang,1906-12-26,0.0,0,0
43139,Michael Feifer,Deadly Revenge,2013-12-15,0.0,0,0
43140,William Sullivan,That's Not Us,2015-06-21,0.0,0,0
43141,Anne Émond,Our Loved Ones,2015-08-12,0.0,0,0
43142,Ned Crowley,Middle Man,2017-06-09,0.0,0,0
43143,Roman Kachanov,Demobbed,2000-03-31,0.0,0,0
43144,Sean McNamara,Galgameth,1997-08-05,0.0,0,0
43145,Eva Ionesco,My Little Princess,2011-06-29,0.0,0,0
43146,Aleksandr Tatarskiy,A Plasticine Crow,1981-12-31,0.0,0,0
43147,Igor Vorskla,Closed Spaces,2008-08-14,0.0,0,0
43148,Alain Chabat,RRRrrrr!!!,2004-01-28,0.7886846801346802,17820000,14054361
43149,Park Jung-woo,Pandora,2016-12-07,0.0,0,0
43150,Aisling Walsh,Song For a Raggy Boy,2003-01-19,0.0,0,0
43151,Aleksandr Petrov,The Old Man and the Sea,1999-07-03,0.0,0,0
43152,Susan Jacobson,One Hundredth of a Second,2006-08-21,0.0,0,0
43153,Vladimir Chebotaryov,Amphibian Man,1962-01-03,0.0,0,0
43154,Vera Storozheva,Sky. Plane. Girl.,2002-09-02,inf,0,314195
43155,Marina Lyubakova,Cruelty,2007-05-17,0.0,0,0
43156,Aleksey Balabanov,The Castle,1994-01-01,0.0,0,0
43157,Aleksei Sidorov,Shadowboxing,2005-03-05,2.3608094285714287,3500000,8262833
43158,Nathan Adloff,Miles,2017-06-09,0.0,0,0
43159,Kelly Asbury,Smurfs: The Lost Village,2017-03-23,3.2863924333333334,60000000,197183546
43160,Charlie McDowell,The Discovery,2017-03-31,0.0,0,0
43161,Matt Cooper,Is That a Gun in Your Pocket?,2016-09-16,0.0,0,0
43162,Cláudio Assis,Big Jet,2015-09-19,0.0,0,0
43163,Don Hertzfeldt,Rejected,2000-07-25,0.0,0,0
43164,Gurinder Chadha,Viceroy's House,2017-03-03,0.0,0,0
