,production_companies,revenue
29337,Centropolis Film Productions,0
29338,,147542
29339,,0
29340,,0
29341,Swordspoint Productions,0
29342,"Incorporated Television Company (ITC), Lord Grade",0
29343,GFT Paquin Entertainment,0
29344,"Walt Disney Pictures, Babieka, A113",209154322
29345,,0
29346,"New Zealand Film Commission, Aardvark Films, Broadbank Investments",0
29347,Herman Cohen Productions,0
29348,,0
29349,"Code Entertainment, Solution Entertainment Group, Freedom Media, Siren Digital - Hollywood",0
29350,BiBi Film,48125
29351,"British Film Institute (BFI), Stone City Films",0
29352,,0
29353,ARD,0
29354,,0
29355,"Procirep, Canal+, One World Films, Pathé, Ciné+, Centre National de la Cinématographie (CNC), Media Programme of the European Community, Backup Media, Cinémage 8, Indéfilms 2, Perceval Pictures, Kaléo Films, Jouror Développement, B Media 2012, SofiTVCiné, Dévelopimage 2, Ciclic - Région Centre",0
29356,Turner Classic Movies (TCM),0
29357,,0
29358,,0
29359,"Universal Pictures, Playboy Enterprises, Jennings Lang",0
29360,,0
29361,,0
29362,,0
29363,Rysher Entertainment,0
29364,,0
29365,"Balcázar Producciones Cinematográficas, Società Europea Films Internazionali Cinematografica (SEFI)",0
29366,,0
29367,,0
29368,Vista Organization,0
29369,"Voltage Pictures, Sobini Films, Dune Films",316472
29370,,0
29371,,0
29372,,0
29373,Delux Productions,0
29374,"Rai Cinema, Wildside",6921
29375,,0
29376,Snoot Entertainment,0
29377,"Splendid Film, Potemkino",0
29378,"E1 Entertainment, Swearnet",0
29379,"Tornasol Films, Castafiore Films",0
29380,Chapman Filmed Entertainment,0
29381,"Schweizer Fernsehen, Zweites Deutsches Fernsehen (ZDF), 3Sat",0
29382,,0
29383,,0
29384,"Babe Film, Cinemaundici",0
29385,"Das Films, Living Out Loud Films, Elephant Eye Films",0
29386,Storyhill,0
29387,Hong Hwa Motion Picture Company,0
29388,"Oscilloscope Laboratories, Sob Noisse Movies",13684
29389,Sob Noisse Movies,0
29390,"Columbia Pictures, Happy Madison Productions, Sony Pictures Releasing, Sony Pictures Entertainment (SPE), LStar Capital, Hey Eddie",107597242
29391,"FilmBuff, Floren Shieh Productions",0
29392,,0
29393,IndustryWorks Distribution,0
29394,Lupin Film,0
29395,"Instituto Mexicano de Cinematografía, Eficine 226, Estudios Churubusco Azteca S.A., foprocine, FONCA, Bandidos Films, Gobierno de la Ciudad de México, Fonca",0
29396,"Aniplex, Style Jam, Epic Records, Voice & Heart, Quaras, Culture Convenience Club (CCC)",0
29397,"There Will Be Trivia, Cheremoya Films",0
29398,"Duplass Brothers Productions, Burn Later Productions, Through Films",108808
29399,,0
29400,M&M Productions,0
29401,"Benaroya Pictures, XYZ Films, PalmStar Entertainment, Miscellaneous Entertainment, Traverse Media",15000000
29402,"One Eyed, Panique, Savage Films",0
29403,Producciones Matouk,0
29404,,0
29405,"Cinema Center Films, Estudios Churubusco Azteca S.A.",0
29406,,0
29407,"Paramount Pictures, Martin Poll Productions",0
29408,,0
29409,Annazan,0
29410,Cinecompany,0
29411,"Produzioni Cinematografiche Mediterranee (PCM), Trébol Films C.C.",0
29412,"Atlántida Films, Cinecompany",0
29413,"C.B. Films S.A., Cinecompany",0
29414,Paramount Pictures,0
29415,,0
29416,Aubrey Schenck Productions,0
29417,Aubrey Schenck Productions,0
29418,Camden Productions Inc.,0
29419,Universal Pictures,0
29420,,0
29421,,0
29422,Metro-Goldwyn-Mayer,0
29423,Phoenician Entertainment,0
29424,Warner Bros.,0
29425,Orofino,0
29426,Granada Television,0
29427,"United Artists, Robert L. Jacks Productions",0
29428,,0
29429,,0
29430,Beyond Infinity,0
29431,,0
29432,John Lamond Motion Picture Enterprises,0
29433,"Lieblingsfilm, Fox International Productions (FIP)",0
29434,,0
29435,Million Dollar Productions,0
29436,"Bayerischer Rundfunk (BR), Die Film GmbH, Imbissfilm",0
29437,Metro-Goldwyn-Mayer (MGM),0
29438,,0
29439,"Mafilm, Objektív Film",0
29440,,0
29441,"Marianne Productions, Reggane Films",0
29442,Warner Bros.,0
29443,Hal Roach Studios,0
29444,Twentieth Century Fox Film Corporation,0
29445,"Nu Image Films, Millennium Films",0
29446,,0
29447,,0
29448,Peppertree Productions Inc.,0
29449,,0
29450,"August Entertainment, Allied Vision, Hungarofilm, Allied Cine Group Pic II",0
29451,"Renaissance Films, FishCorb Films",0
29452,"Gaumont, Move Movie, Mely Productions",0
29453,Tea Shop & Film Company,0
29454,,0
29455,Protean Image Group,0
29456,"Dualstar Entertainment Group, Dualstar Productions",0
29457,,0
29458,Muse Entertainment Enterprises,0
29459,"Nu Image Entertainment, Millenium Films",0
29460,,0
29461,Arrowstorm Entertainment,0
29462,"Eros International, Phantom Films",0
29463,"Scottish Screen, Matador Pictures, uFilm, Regent Capital, Entertainment Motion Pictures, Midnight Picture Show, Le Tax Shelter du Gouvernement Fédéral de Belgique, Plum Films",0
29464,,0
29465,KinoAtis,0
29466,"Toho Company, Amuse Soft Entertainment",84500000
29467,,0
29468,,0
29469,,0
29470,"Terra Film Produktion, Fidès, Cité Films, G.E.S.I. Cinematografica",0
29471,"Media Max Productions, 22h22, Notorious Films",0
29472,,0
29473,"CJ Entertainment, Big Stone Pictures",112156811
29474,"Associated General Films, Incorporated Television Company (ITC)",0
29475,Warner Bros.,0
29476,"Columbia Pictures Corporation, Acrobat Productions",0
29477,"Paramount Pictures, William Castle Productions",0
29478,Universal Pictures,0
29479,Rastar Films,0
29480,,0
29481,Sandrews,0
29482,,0
29483,"Twentieth Century Fox Film Corporation, International Productions, Angeles Entertainment Group, Inverness Productions",0
29484,"Paragon Motion Pictures, Canada Permanent Trust Company",0
29485,Ecole Nationale Supérieure des Arts Décoratifs,0
29486,"MotionWorks, Warner Bros., Rothkirch Cartoon Film, Comet Film, Animationsfabrik",0
29487,WWE Studios,0
29488,,0
29489,40 Acres & A Mule Filmworks,0
29490,"Fox 2000 Pictures, Temple Hill Entertainment",63013281
29491,Eleven Arts,0
29492,Perry Street Pictures,0
29493,Cinética Filmes e Produções,0
29494,,0
29495,,2439705
29496,"Roxy Film, Euro-France Films, Capitole Films, Les Films Océanic",0
29497,Furthur Films,45895
29498,,0
29499,Xbox Entertainment Studios,0
29500,Sat 1,0
29501,"Eyeworks Film, Südwestrundfunk (SWR)",0
29502,"Zweites Deutsches Fernsehen (ZDF), ZDF Productions, ZDF/Arte, ZDF, ZDF Television",0
29503,,0
29504,,0
29505,Disneynature,16661077
29506,"Nordisk Film, TV4 Sweden AB, TV2 Norge",0
29507,"Vertigo Films, Protagonist Pictures",0
29508,,0
29509,Recyclewala Films,0
29510,Independent Sovereign Films,0
29511,Antzworks,0
29512,"Hybrid, Feifer Worldwide, Barnholtz Entertainment, ARO Entertainment",0
29513,,0
29514,"Upstream Pictures, Filmzolfo",0
29515,"Lakeshore Entertainment, Sidney Kimmel Entertainment, Sierra/Affinity",65663276
29516,"Jay-X Entertainment, Noordinary Films, AMJ Productions",0
29517,,0
29518,"WMG Film, Producciones Insurgentes, San Mateo Films",0
29519,"Night and Day Pictures, Full Blitz Entertainment",0
29520,,0
29521,,0
29522,Magen Boys Entertainment,0
29523,"Big Indie Pictures, ShivHans Pictures",10835752
29524,Lähikuva Oy,0
29525,"Confessions Productions (II), Once Upon a Time Films",0
29526,"FROST Pictures, Dos Dudes Pictures",0
29527,Mary Murphy & Company,26488
29528,"Scott Free Productions, 343 Industries",0
29529,,0
29530,,0
29531,"Hape-Film Company GmbH, Balcázar Producciones Cinematográficas, Video-Tel International Productions",0
29532,,0
29533,Chiwake Films,0
29534,New World Pictures,0
29535,"Italian International Film, Selenia Cinematografica",0
29536,"Reteitalia, Dania Film",0
29537,,0
29538,20th Century Fox Film Corporation,0
29539,,0
29540,"Depth of Field, 1821 Pictures",7087452
29541,Gaumont,0
29542,"United Artists, D.W. Griffith Productions",0
29543,,0
29544,,0
29545,,0
29546,,0
29547,"Coop99 Filmproduktion, Spielmannfilm",0
29548,,0
29549,Nightmare Productions,0
29550,"Comedy Central, Tenth Planet Productions",0
29551,Dynamic Entertainment DEH,0
29552,Ten Furlongs,1064454
29553,"Aniplex, GoHands, BROSTA TV, Mardock Scramble Production Committee",0
29554,,0
29555,,0
29556,"Allfilm, Baltic Pine Films",0
29557,,0
29558,,0
29559,"Ecosse Films, Scope Pictures, Filmgate Films",228136
29560,,0
29561,,0
29562,Showgate,0
29563,,0
29564,"TF1 Films Production, Same Player, Studio Canal, Cinéfrance 1888",14348529
29565,,0
29566,,0
29567,,0
29568,Splendid Film,0
29569,"Distant Horizons, Videovision Entertainment, Detalle Films",0
29570,"Lifetime Television, Media Max Productions",0
29571,Over 9000 Pictures,0
29572,NBC Universal Television,0
29573,Dewey Decimal Productions,0
29574,Walt Disney Pictures,0
29575,DisneyToon Studios,20300000
29576,Les Productions du Trésor,0
29577,,0
29578,"Renn Productions, TF1 Films Production",0
29579,"Herman Cohen Productions, Abtcon Pictures",0
29580,"Create Entertainment, Evince Productions",0
29581,,0
29582,"barefoot films, Warner Bros.",0
29583,,0
29584,"Troma Entertainment, Rat Entertainment, The Genre Co., LightTower Entertainment, Widget Films, Sierra/Affinity",0
29585,Posa Films,0
29586,Warner Bros. Animation,0
29587,"Parts and Labor, Maybach Film Productions",0
29588,"Big Talk Productions, StudioCanal",0
29589,,0
29590,Mosfilm,0
29591,Wood Entertainment,0
29592,,0
29593,Monogram Pictures,0
29594,,0
29595,PolyGram Filmed Entertainment,0
29596,,0
29597,Warner Bros.,0
29598,,232
29599,"United Artists, Henry S. Kesler Productions",0
29600,,0
29601,,0
29602,"Carolco Entertainment, Panaria",0
29603,Metro-Goldwyn-Mayer (MGM),0
29604,"Cinemagic Inc., M.D. Producciones Cinematográficas",0
29605,Magla Productions,0
29606,"Safady Entertainment, The Culling Productions, Silver Lining Media Group",0
29607,,0
29608,Sony Pictures Home Entertainment,0
29609,Edward Small Productions,0
29610,"Brooksfilms, Metro-Goldwyn-Mayer (MGM)",0
29611,Paramount Pictures,0
29612,Security Pictures,0
29613,William Conrad Productions,0
29614,,0
29615,Euro International Film (EIA),0
29616,"Warner Bros., Liberty Film, Canafox Films",0
29617,"Incorporated Television Company (ITC), Lord Grade, Harry Colombo Production, Liberty Film",0
29618,,0
29619,,0
29620,,0
29621,,0
29622,,0
29623,,0
29624,"Castelao Pictures, Film Produkcja",0
29625,"New Line Cinema, Village Roadshow Pictures, Warner Bros., Flynn Picture Company",470490832
29626,"The Weinstein Company, Himenóptero, First Generation Films, Mod Producciones, FilmNation Entertainment, Telefónica Studios",17671101
29627,"Gary Sanchez Productions, Bron Studios",0
29628,Republic Pictures (I),0
29629,Monogram Pictures,0
29630,"Produzioni Atlas Consorziate (P.A.C.), Aquila Cinematografica",0
29631,"Dino de Laurentiis Cinematografica, Italian International Film",0
29632,"AVCO Embassy Pictures, Caravel Film",0
29633,Nero Films,0
29634,"Produzioni Atlas Consorziate (P.A.C.), Filmarpa",0
29635,Screen Guild Productions,0
29636,Vides Cinematografica,0
29637,Universal Pictures,0
29638,Aquila Cinematografica,0
29639,"Aubrey Schenck Productions, Samba Films",0
29640,"Film Division of General Teleradio, Visual Drama Inc.",0
29641,Vides Cinematografica,0
29642,,0
29643,,0
29644,,0
29645,,0
29646,"BBC Films, Heyday Films",1822250
29647,Comedy Central,0
29648,"Buena Vista Pictures, Instituto Nacional de Cine y Artes Audiovisuales (INCAA), Patagonik Film Group, Promofilms S. A.",0
29649,,0
29650,,0
29651,,0
29652,"The Documentary Group, Vulcan Productions",0
29653,,0
29654,"Living Films, Arcade Pictures, Iron Fists",0
29655,New World-Mutual,0
29656,"Sara Films, AS Productions",0
29657,"AS Productions, New Horizon Picture Corp.",0
29658,"AS Productions, Société Générale de Gestion Cinématographique (SGGC)",0
29659,"Flaminia Produzioni Cinematografiche, Emaus Films S.A., San Nicola Produzione Cinematografica",0
29660,"Flaminia Produzioni Cinematografiche, Kristal Film, San Nicola Produzione Cinematografica",0
29661,New Film Production S.r.l.,0
29662,"Flora Film, Gico Cinematografica S.r.L.",0
29663,Embassy Productions S.p.A.,0
29664,"Les Films Jacques Leitienne, Beatrice Film",0
29665,,0
29666,"capitol international, Staff",0
29667,Universal Pictures,0
29668,Universal Pictures,0
29669,Naxos Film,0
29670,,0
29671,,0
29672,,0
29673,Counterpoint Films,0
29674,,0
29675,"Fox Searchlight Pictures, DNA Films, BBC Films",30229977
29676,Parkville Pictures,0
29677,"Circe Films, Forastero, Cinestación",0
29678,,0
29679,"Canal+ Espana, Aquí y Allí Films",0
29680,,0
29681,"StudioCanal, nWave Pictures, Illuminata Pictures, Shout! Factory",0
29682,Showbox,7339398
29683,,0
29684,Epic Pictures Group,0
29685,"MJW Films, Ocean Blue Entertainment",0
29686,CJ Entertainment,0
29687,"Gaumont, Entre Chien et Loup, Arena Productions, Mollywood, VEGA Film AG",0
29688,,0
29689,"Constantin Film, Summit Entertainment, Regency Enterprises, 20th Century Fox Home Entertainment",0
29690,"Estela Films, Filmes Cinematografica, Copercines, Cooperativa Cinematográfica",0
29691,Romana Film,0
29692,Copro Films,0
29693,"Filmes, Capitole Films",0
29694,,0
29695,"Zagreb Film, Romana Film, Société Nouvelle de Cinématographie (SNC)",0
29696,Filmakers S.r.l.,0
29697,Filmirage,0
29698,Filmirage,0
29699,"Les Films Jacques Leitienne, Nuova Dania Cinematografica, Medusa Distribuzione, Imp.Ex.Ci.",0
29700,"Dania Film, Medusa Produzione",0
29701,"Dania Film, National Cinematografica",0
29702,"Dania Film, Medusa Produzione",0
29703,Variety Film Production,0
29704,Paneuropean Production Pictures,0
29705,,0
29706,Medusa Produzione,0
29707,,0
29708,Telemondial,0
29709,Munidal Film,0
29710,Roas Produzioni,0
29711,"Flora Film, Rialto Film Preben-Philipsen, National Cenematografica",0
29712,"Les Films Concordia, Compagnia Cinematografica Champion",0
29713,"Société Nouvelle de Cinématographie, Tritone Cinematografica, Medusa Distribuzione",0
29714,"Société Nouvelle de Cinématographie, Titanus",0
29715,,0
29716,La Volpe,0
29717,,0
29718,,0
29719,Flatbush Pictures,0
29720,"Finer Films, Jin Chuan Pictures",0
29721,"San Francisco Independent Cinema, Sawhorse Productions, Helios Productions (II)",0
29722,White Rock Lake Productions,0
29723,,0
29724,,0
29725,Mattel,0
29726,Mattel Playground Productions,0
29727,,0
29728,,0
29729,Mattel Playground Productions,0
29730,Resnick Interactive Development,0
29731,,0
29732,"Rainmaker Entertainment, Mattel",0
29733,"Rainmaker Entertainment, Mattel",0
29734,,16441438
29735,,0
29736,Mattel,15489307
29737,Mainframe Entertainment,0
29738,Mattel,0
29739,"Rainmaker Entertainment, Mattel",4496912
29740,Universal Pictures Corporation,0
29741,Universal Studios,0
29742,Rainmaker Entertainment,0
29743,Mattel,0
29744,,0
29745,Rainmaker Entertainment,0
29746,Mattel,0
29747,,0
29748,,0
29749,"Saban Entertainment, Mattel, DiC Entertainment",0
29750,Merry Film,0
29751,ASA,0
29752,"Merry Film, Nordisk Films Kompagni A/S",0
29753,"France 2 Cinéma, Mars Films, Nexus Factory, Umedia, Jerico, Vendôme Production, Quarante 12 Films",0
29754,,0
29755,"Ingenious Media, Twentieth Century Fox Film Corporation, Medienboard Berlin-Brandenburg, Fox International Productions, Dayday Films, Daybreak Productions, Prime Universe Productions, TSG Entertainment, Giant Pictures, Deutscher Filmförderfonds (DFFF), Québec Production Services Tax Credit",81967450
29756,,0
29757,Alternate Current,0
29758,,0
29759,,0
29760,New Wave Entertainment Television,0
29761,New Wave Entertainment Television,0
29762,"Pulsar productions, Trinifold Management",0
29763,"Sixth Way Productions, Generate, Wabi Pictures",0
29764,RSS Production,358590
29765,"DisneyToon Studios, Walt Disney Animation Studios, Prana Animation Studios",0
29766,,0
29767,"Projector Films, Filmlab",0
29768,IMAX,0
29769,Metro-Goldwyn-Mayer (MGM),0
29770,Zoom Cinema Entertainment,0
29771,,0
29772,"Senator Film Produktion, Bavaria Film, Samson Films",0
29773,,0
29774,,0
29775,,0
29776,"Why Not Productions, Worldview Entertainment, Orange Studios",30283
29777,,0
29778,Shooting Star Filmcompany BV,0
29779,,0
29780,,0
29781,,0
29782,"i2i Productions, Zard Productions",0
29783,,0
29784,General Film Corporation,5240
29785,"N-7411 Trondheim, Faction Film, Kjøpmannsgata 40",0
29786,"Columbia TriStar, Clinica Estetico, LStar Capital",41325328
29787,"Mwana Productions, Sylicone",0
29788,Restraining Order,0
29789,,0
29790,"The Asylum, The Global Asylum, Next Station Productions, The Institution",0
29791,,0
29792,"Channel Four Films, Zweites Deutsches Fernsehen (ZDF), Variety Motion Pictures",0
29793,Rakontur,0
29794,,0
29795,Jump the Fence Productions,0
29796,,0
29797,,0
29798,,0
29799,,0
29800,Golden Harvest Company Ltd.,0
29801,,0
29802,,0
29803,,0
29804,,0
29805,,0
29806,,0
29807,,0
29808,,0
29809,United Pictures Organization,0
29810,"Twelve O'Clock Films, Lost Footage Films",0
29811,Two Thirds Productions,0
29812,"Stoecker Ecological, Felt Soul Media",0
29813,"Pictures in a Row, Hunter Films, Listed Picture, Tactical Media Productions",0
29814,,0
29815,,0
29816,Surreal Films,0
29817,Sigmund Neufeld Productions,0
29818,Sandbar Pictures,0
29819,"Feelgood Fiction, Baltic Film Services, Vistaar Religare Film Fund",0
29820,"Bayerischer Rundfunk (BR), Hochschule für Fernsehen und Film München (HFF), Wim Wenders Productions, Wim Wenders Stiftung, Veit Helmer Filmproduktion, Bundesministerium des Inneren (BMI)",0
29821,,0
29822,"Road Movies Filmproduktion, Centre Pompidou, Centre de Creation Industrielle",0
29823,,0
29824,Mosfilm,0
29825,"Warp Films Australia, Animal Kingdom, Carver Films",0
29826,"PingPongFilm, Film i Skåne, SpectreVision",0
29827,Shôchiku Eiga,0
29828,Mammoth Screen,0
29829,Produzioni Atlas Consorziate (P.A.C.),0
29830,,0
29831,"Storm Vision Entertainment, Eclectik Vision, Storm Alley Entertainment",0
29832,Automatic Media,0
29833,"isotopefilms, hugofilm",0
29834,Pokeepsie Films,0
29835,Screen Media Films,0
29836,"FiGa Films, Desvia",0
29837,"Rising Sun Films, MSM Motion Pictures, Saraswati Entertainment Creations Limited",22159216
29838,"Johnson Production Group, Shadowland",0
29839,Left Bank Pictures,0
29840,Freibeuter Films,0
29841,The Sabi Company,0
29842,Kosakowski Films,0
